"response","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
1,-322,-26,-0.32,0.07,1.65,0.4,-12,-6,-0.009,0.8,0.043,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,-0.003,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.045
2,-372,-34,-0.42,0.08,1.7,-0.2,-12,-6,-0.006,0.1,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.041,0.041,0.043,0,0,0,0,0,0,0,0,0,-0.003,0,-0.003,0,1.3,0.043
2,180,-45,-0.09,-0.1,0.86,-1.6,-14,15,0.012,-0.1,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.038
2,351,-40,0.06,-0.08,0.65,-1.7,-14,14,0.011,-0.2,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.038,0.038,0.038,0,0,0,0,0,0,0,-0.001,0,-0.001,0,0,0,1.1,0.038
1,565,-27,0.27,-0.06,0.38,-1.4,-13,13,0.011,-0.3,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.039,0.039,0.037,0,0,0,0,0,0,0,0,0,0.003,0,0.002,0,1.1,0.037
2,145,5,0.28,0.32,1.08,0,-12,-20,-0.006,-0.4,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.046
2,-103,5,0.21,0.32,1.38,0.3,-12,-22,-0.007,-0.1,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.046,0.046,0.046,0.046,0.046,0,0,0,0,0,-0.001,0,-0.003,0,-0.001,0,0,0,1.3,0.046
1,-268,3,0.2,0.19,1.55,0.5,-12,-20,0.003,1.2,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,1.2,0.044
1,-454,-7,0.2,0.17,1.71,0.7,-11,-11,-0.002,0.3,0.037,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.041,0.041,0.042,-0.002,0,0,0,0,0,0,0,0,-0.004,0,-0.002,0,1.2,0.042
1,-316,-29,-0.19,-0.05,1.39,0.8,-11,10,-0.015,-0.5,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.035
2,-21,-40,-0.39,0.03,1.05,-0.9,-13,4,0.002,-0.1,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.036
2,6,-40,-0.38,0.04,1.02,-1.1,-13,4,0.002,-0.1,0.034,0.034,0.034,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0,-0.003,0,-0.001,0,0,0,0,0,0,0,0,0,1,0.036
3,38,-39,-0.35,0.05,0.98,-1.4,-13,4,0.003,-0.2,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.034,0.034,0.034,0.034,0.036,0.036,0.036,0,0,0,0,0,0.001,0,0,0,-0.003,0,-0.001,0,1,0.036
1,222,-32,0.16,0.06,0.75,-1.8,-14,4,0.015,-0.3,0.037,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.001,0,0,0,0,0,0,0,0,0,0,0,0,1,0.036
2,99,-7,0.07,0.13,0.91,-0.1,-12,-6,-0.008,-0.2,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.036
1,-162,-9,-0.05,0.01,1.18,-0.2,-12,-7,0.001,0.6,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.033
3,-93,-16,-0.17,0.07,1.05,-0.5,-12,0,-0.006,-0.2,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.034
4,-122,-20,-0.13,0.12,1.1,-1,-13,-6,0.011,-0.1,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.034
2,-76,-29,0.28,0.02,0.98,-0.8,-13,5,0.011,-0.2,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.031
2,35,-29,0.39,0.04,0.86,0.4,-12,1,-0.004,0,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.032
2,-38,-28,-0.15,0,0.9,1.3,-11,3,-0.011,0.7,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.031
5,41,-26,-0.23,0.08,0.81,-0.7,-13,-1,0.003,-0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.03
2,160,-22,0.13,0.01,0.64,-1,-13,6,0.013,0.1,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.028
2,-38,-4,0.26,0.19,0.92,0.9,-11,-13,-0.005,-0.2,0.03,0.03,0.03,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.9,0.032
3,-177,-21,-0.34,0.05,0.98,0.8,-11,1,-0.011,-0.1,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.028
5,-67,-29,-0.36,0.01,0.82,-0.5,-12,9,0.008,-0.7,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026
2,190,-21,0.32,0.05,0.57,-0.7,-13,2,0.012,-0.2,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027
2,178,-11,0.37,0.09,0.6,0.5,-12,-4,-0.008,0.1,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.028
2,-153,-8,-0.26,0.13,0.94,0.9,-11,-8,-0.01,-0.1,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.028
2,-167,-8,-0.28,0.13,0.95,0.9,-11,-8,-0.01,-0.1,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.028
5,-280,-14,-0.41,0.07,1.06,0.3,-12,-8,-0.011,0.2,0.025,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.027,-0.001,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.8,0.027
3,274,4,0.49,0.15,0.49,0.2,-12,-11,0.003,-0.2,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027
2,4,10,0.42,0.26,0.81,1.4,-11,-22,-0.011,-0.9,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029
6,-436,-14,-0.32,-0.2,1.11,1.8,-10,2,-0.016,3.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.022,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.7,0.022
5,347,-19,-0.25,-0.19,0.24,0.3,-12,23,0.015,0,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0.6,0.02
4,663,6,0.02,0.01,0.01,0,-12,4,0.007,0.2,0.028,0.027,0.027,0.026,0.026,0.026,0.026,0.026,0.026,0.025,0.025,0.024,0.024,0.024,0.001,0.001,0,0,0,0,0,0.001,0,0.001,0,0,0,0.7,0.024
3,448,27,0.13,0.52,0.43,0.2,-12,-38,0.004,-3.5,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.031
4,-346,29,0.14,0.42,1.19,0.5,-11,-38,-0.005,-0.1,0.026,0.027,0.027,0.03,0.03,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,-0.002,-0.004,0,-0.002,0,0,0,0,0,0,0,0,0,0.9,0.031
6,-513,-11,0.09,-0.2,1.05,0.8,-11,29,0.001,-1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018
2,460,-10,0.3,0.19,0.21,1.5,-11,5,0.006,-4.9,0.026,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.023,0.023,0.023,0.023,0.023,0.001,0,0,0,0,0,0,0.001,0,0,0,0,0,0.6,0.023
2,418,-1,0.36,0.11,0.28,1.9,-10,-6,0.004,-0.6,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.027,0.027,0.026,0.026,0.024,0,0,0,0,0,0,0,0.002,0,0.002,0,0.001,0,0.7,0.024
2,-9,7,0.09,0.24,0.79,2.3,-10,-29,-0.025,1.1,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.028
4,-459,-2,-0.36,-0.13,1.12,2,-10,-9,-0.019,5,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.023,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.7,0.023
7,257,-18,-0.45,0.04,0.35,-0.8,-13,14,0.006,-1.8,0.024,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022
6,384,-9,-0.31,0.17,0.28,-1.4,-13,4,0.018,-3,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.6,0.023
3,370,-3,-0.11,0.06,0.29,-1.6,-13,1,0.02,0.7,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.7,0.023
6,-14,10,0.2,0.23,0.73,-1.2,-13,-18,0.001,0.2,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026
4,-329,-4,0.38,0.06,0.94,-0.5,-12,5,0.011,-1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022
2,-287,-12,0.51,0.05,0.9,0.4,-12,3,0.002,-0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0,0,0.6,0.022
4,102,-20,-0.16,-0.03,0.5,1.6,-10,7,-0.016,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021
5,403,18,-0.28,0.14,0.27,-0.6,-13,-9,0.005,0.5,0.025,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024
4,77,30,-0.07,0.21,0.6,-1.2,-13,-15,0.011,0,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025
6,-385,23,0.1,0.23,1.05,-1,-13,-18,0,0.1,0.022,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,-0.003,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025
2,-580,-6,0.27,0.03,1.15,-0.6,-12,1,0.009,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0,0,0,0,0,-0.002,0,0,0,-0.002,0,0,0,0.6,0.021
2,-258,-27,0.26,-0.05,0.81,0.6,-11,9,-0.015,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02
6,-1,-33,-0.21,-0.03,0.57,0.7,-11,8,-0.017,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02
7,387,-23,-0.17,-0.08,0.18,-0.6,-12,14,0.014,0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0.02,0.019,0.019,0.019,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0,0.5,0.019
6,442,-21,-0.12,0.01,0.13,-0.6,-13,13,0.014,-0.5,0.023,0.022,0.022,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0.5,0.02
4,213,1,0.25,0.24,0.47,-0.4,-12,-18,0.009,-0.2,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024
5,-249,1,0.31,0.27,0.92,0.5,-12,-24,-0.008,-0.3,0.022,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,-0.003,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025
6,-463,-26,0.19,-0.05,0.99,1.2,-11,7,-0.003,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019
3,-300,-37,0.17,-0.09,0.83,1.5,-10,10,0.006,0.5,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019
2,-113,-48,-0.18,0.04,0.69,1.9,-10,-2,-0.015,0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021
5,-99,-52,-0.45,-0.2,0.63,1.3,-11,9,-0.018,3.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018
7,313,-47,-0.55,-0.08,0.23,-0.3,-12,14,0.01,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018
4,568,-33,-0.34,0.18,0.03,-1.1,-13,9,0.018,-3.3,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.5,0.021
5,125,-10,0.03,0.24,0.53,-1.4,-13,-18,0.004,-0.3,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024
6,-127,-15,0.18,0.05,0.69,-1.1,-13,2,0.004,0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.02,0,-0.001,0,0,0,0,0,0,0,-0.002,0,0,0,0.6,0.02
5,-36,-17,0.27,-0.1,0.57,-0.7,-13,8,0.012,0.4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018
4,46,-17,0.34,-0.1,0.46,-0.6,-12,17,0.011,0.6,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.5,0.018
3,275,-9,0.36,0.02,0.29,0.6,-11,5,-0.006,-0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019
5,147,28,-0.35,0.2,0.46,0.7,-11,-9,-0.009,-1.8,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022
7,-183,26,-0.31,0.13,0.76,-0.8,-13,-9,0.007,0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021
4,-146,10,0.24,-0.01,0.66,-1.1,-13,8,0.018,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019
2,-29,8,0.49,0.02,0.56,-0.5,-12,7,0.009,-0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019
2,-12,8,-0.02,0.06,0.57,0.8,-11,-2,-0.018,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02
7,-29,8,-0.22,0.07,0.58,0.7,-11,-2,-0.016,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02
3,118,7,0.1,0.01,0.42,-0.7,-13,6,0.017,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.5,0.019
5,-301,8,-0.11,0.19,0.88,0.3,-12,-15,-0.013,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.021,0.021,0.022,0.022,0.022,0,0,0,0,0,-0.002,0,-0.002,0,-0.002,0,0,0,0.6,0.022
3,-181,-7,-0.2,-0.05,0.66,-0.4,-12,13,0.004,-0.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017
7,-28,-9,-0.15,-0.06,0.52,-0.6,-13,13,0.004,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.5,0.017
2,498,8,0.31,0.08,0.09,-0.7,-13,2,0.016,-2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.5,0.019
3,101,27,0.23,0.29,0.57,0.5,-12,-32,-0.022,1.3,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024
6,-391,15,-0.22,0.07,0.88,0.4,-12,4,-0.012,-1.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.5,0.019
7,-190,2,-0.26,0.01,0.69,-0.5,-12,7,0.01,-0.7,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018
2,252,1,0.19,0.28,0.31,-0.6,-13,5,0.013,-6.5,0.022,0.022,0.022,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0.5,0.02
5,-173,6,0.16,0.27,0.79,0.2,-12,-25,-0.02,0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023
6,-464,-1,-0.07,0.28,1.05,0.3,-12,-25,-0.019,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.022,0.022,0.023,0.023,0.023,0,0,0,0,0,-0.001,0,-0.001,0,-0.002,0,0,0,0.6,0.023
7,-652,-11,-0.12,0.15,1.17,0.2,-12,-12,0.003,1.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,-0.003,0,-0.002,0,0,0,0,0,0.6,0.021
6,-672,-30,0.02,-0.12,1.09,0.1,-12,13,0.011,-0.5,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016
7,-643,-32,0.04,-0.17,1.05,0.1,-12,15,0.011,1.5,0.013,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,-0.004,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016
5,-163,-47,0.23,-0.37,0.5,0.3,-12,45,0.009,2.2,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.012
4,237,-46,0.31,-0.32,0.17,0.6,-11,37,0.007,0.3,0.015,0.015,0.015,0.015,0.015,0.014,0.014,0.013,0.013,0.012,0.012,0.012,0.012,0.012,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0.4,0.012
3,696,-34,0.32,-0.19,-0.2,1.1,-11,22,-0.006,-0.5,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.016,0.016,0.015,0,0,0,0,0,0,0,0,0,0.003,0,0.002,0,0.4,0.015
2,724,-14,0.17,0.13,-0.12,1.5,-11,-3,-0.015,0.6,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.022,0.022,0.021,0.021,0.021,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0.5,0.021
5,454,1,-0.05,0.23,0.21,1.6,-10,-27,-0.015,1.3,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.023,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.6,0.023
6,80,7,-0.32,0.32,0.59,1.4,-11,-35,-0.022,0.9,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.024,0.024,0.024,0,0,0,0,0,-0.001,0,-0.001,0,0.001,0,0,0,0.7,0.024
8,-561,-3,-0.36,-0.13,1.07,0.6,-11,-14,0.006,6.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.019,0,0,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0.6,0.019
7,-90,-21,-0.02,-0.15,0.52,-0.1,-12,25,0.017,-1.2,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.015
6,159,-20,0.15,-0.18,0.29,0.1,-12,26,0.016,0.1,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.016,0.016,0.015,0.015,0.015,0.015,0.015,0,0,0,0.001,0,0.002,0,0.001,0,0,0,0,0,0.4,0.015
5,374,-12,0.36,0.11,0.21,0.5,-12,-6,0.005,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02
4,-92,5,0.2,0.12,0.65,2.4,-10,-10,-0.007,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02
5,-449,-10,-0.14,-0.09,0.92,2.6,-9,3,-0.012,3.4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018
6,-390,-23,-0.29,-0.12,0.85,2.2,-10,7,-0.002,2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017
4,-262,-29,-0.3,-0.06,0.73,1.9,-10,9,-0.001,-0.2,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.5,0.017
5,0,-34,-0.31,-0.08,0.48,1.3,-11,14,-0.006,-0.6,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016
