# Official results - the 37th PZU Warsaw Marathon (2015)
# Source: https://pzumaratonwarszawski.com/en/aktualnosci/official-results/
# `mins` gives the gun time in minutes
sex,country,category,mins
M,PL,M40,242.43
M,PL,M30,242.08
M,PL,M30,243.8
M,PL,M20,241.28
M,PL,M20,241.87
M,PL,M30,239.45
M,PL,M40,243.83
M,PL,M40,242.35
M,PL,M30,242.62
M,PL,M30,242.0
M,PL,M30,242.97
M,PL,M30,242.28
M,PL,M40,243.57
F,PL,F30,244.77
F,PL,F20,244.1
M,PL,M40,240.77
M,PL,M50,243.63
M,PL,M20,244.43
M,PL,M30,242.73
M,PL,M30,242.48
M,PL,M30,242.48
M,PL,M40,241.7
M,PL,M30,242.7
M,PL,M20,243.32
M,PL,M20,243.12
M,PL,M30,242.38
F,PL,F30,242.6
M,PL,M40,241.0
F,PL,F30,243.35
M,PL,M20,242.27
M,PL,M50,243.03
M,PL,M40,242.2
M,PL,M30,244.07
M,PL,M30,243.3
M,PL,M50,243.87
M,PL,M20,242.43
M,PL,M40,239.48
M,PL,M30,243.28
M,PL,M20,244.78
M,PL,M40,244.57
M,PL,M20,243.38
M,PL,M30,244.05
M,PL,M30,243.35
M,PL,M30,243.78
F,PL,F30,240.88
F,PL,F40,245.03
F,PL,F20,242.33
M,PL,M50,243.25
M,PL,M40,247.38
M,PL,M40,242.83
F,PL,F30,244.33
M,PL,M30,244.73
M,PL,M30,244.68
M,PL,M40,241.95
M,PL,M20,244.1
M,PL,M30,242.08
M,PL,M40,242.88
M,PL,M30,242.63
M,PL,M30,243.75
M,PL,M40,242.9
M,PL,M40,241.37
M,PL,M30,243.22
M,PL,M50,242.0
M,PL,M20,253.83
M,PL,M30,242.67
M,PL,M30,242.88
M,PL,M30,243.62
M,PL,M30,243.88
M,PL,M40,244.8
M,PL,M30,242.77
M,PL,M40,243.53
M,PL,M20,242.75
M,PL,M20,241.13
M,PL,M50,241.0
M,PL,M30,243.75
M,PL,M20,240.22
F,PL,F40,242.97
M,PL,M60,243.85
M,PL,M40,242.88
M,PL,M30,242.58
M,PL,M50,241.13
F,PL,F30,243.47
M,PL,M40,243.65
M,PL,M30,241.88
M,PL,M40,243.8
M,ES,M40,245.18
M,PL,M40,242.8
M,PL,M40,245.62
M,PL,M40,244.32
M,PL,M30,242.92
M,PL,M50,243.5
M,PL,M40,241.6
M,PL,M30,247.65
M,PL,M50,242.68
F,PL,F20,242.92
M,PL,M30,240.38
M,PL,M50,243.33
M,PL,M50,243.53
M,PL,M30,243.02
M,PL,M40,242.3
M,IT,M40,242.45
M,PL,M50,243.82
M,PL,M40,244.08
M,PL,M50,243.45
M,PL,M40,241.1
M,PL,M30,244.63
M,PL,M40,243.73
F,PL,F20,244.33
M,PL,M40,240.93
M,PL,M40,242.78
M,PL,M30,243.57
M,PL,M30,243.8
M,PL,M40,243.87
M,PL,M20,243.98
M,PL,M50,245.25
M,PL,M40,243.55
M,PL,M30,244.7
M,PL,M40,239.82
F,PL,F30,243.63
M,PL,M30,242.02
M,PL,M40,243.17
M,PL,M30,243.67
M,PL,M40,244.65
M,PL,M20,242.03
F,PL,F20,242.98
M,PL,M50,243.75
M,PL,M60,242.17
M,PL,M30,243.2
M,PL,M30,244.85
M,PL,M30,245.48
M,DE,M30,242.77
F,PL,F40,244.48
M,PL,M40,244.53
M,PL,M30,244.65
M,PL,M40,244.43
M,PL,M30,241.97
M,PL,M60,241.52
M,PL,M40,243.7
M,PL,M40,246.25
F,PL,F20,246.13
M,PL,M40,243.27
M,PL,M30,244.55
F,PL,F30,244.17
F,PL,F30,244.08
M,PL,M30,243.38
M,PL,M40,244.07
M,PL,M20,243.4
M,PL,M40,240.28
M,PL,M40,245.47
M,PL,M30,244.73
M,PL,M40,246.27
F,PL,F20,242.83
M,PL,M20,243.75
M,PL,M40,243.95
M,PL,M30,244.23
M,PL,M40,243.05
M,PL,M30,242.87
M,PL,M30,243.43
M,FI,M40,243.13
F,PL,F50,242.95
M,SE,M20,247.13
F,PL,F30,244.77
M,PL,M30,246.22
F,PL,F30,247.0
M,IT,M60,242.88
M,PL,M20,242.93
M,AT,M40,241.03
M,PL,M30,244.87
M,PL,M30,244.52
M,PL,M40,246.13
M,PL,M30,248.75
M,PL,M50,243.33
F,IL,F30,243.82
F,PL,F30,243.2
M,PL,M40,244.43
F,PL,F30,240.43
M,PL,M40,244.67
M,PL,M30,242.83
M,PL,M50,244.78
M,PL,M20,243.8
M,PL,M30,245.72
M,PL,M50,244.02
M,PL,M20,245.38
M,PL,M20,245.18
M,PL,M50,242.42
M,SE,M40,242.53
F,PL,F20,242.02
F,PL,F20,243.9
M,PL,M40,244.55
F,PL,F60,244.8
M,PL,M30,246.6
M,PL,M30,245.67
M,FR,M30,245.33
M,PL,M40,242.57
F,PL,F40,246.2
M,IL,M40,244.08
M,PL,M30,244.62
M,PL,M20,246.45
M,PL,M30,246.38
F,PL,F20,244.15
F,PL,F30,244.78
M,PL,M30,245.48
F,PL,F30,245.1
F,PL,F30,244.6
F,PL,F30,246.57
M,PL,M40,246.22
M,PL,M30,242.27
M,PL,M20,244.25
M,PL,M30,244.08
M,IN,M30,246.3
M,PL,M40,245.62
M,PL,M40,246.43
M,PL,M30,245.97
F,PL,F50,242.73
F,PL,F40,247.92
M,PL,M30,243.78
M,PL,M20,243.05
M,PL,M30,243.15
M,PL,M30,241.9
M,PL,M30,243.57
M,PL,M50,243.1
F,PL,F30,246.92
M,PL,M50,245.57
F,PL,F20,244.3
M,PL,M50,244.6
F,PL,F30,247.03
M,PL,M30,247.27
M,PL,M20,247.5
M,PL,M30,244.3
M,PL,M20,245.05
M,PL,M30,247.05
M,PL,M30,244.4
M,UA,M40,242.83
M,PL,M30,243.9
M,PL,M40,245.18
M,PL,M40,245.65
M,PL,M40,246.0
M,PL,M50,245.9
M,PL,M60,245.12
M,PL,M50,244.28
M,PL,M30,248.72
M,PL,M30,247.23
M,PL,M40,246.17
M,PL,M50,244.6
M,PL,M20,246.65
F,PL,F20,243.78
M,PL,M20,245.93
F,PL,F20,246.57
F,PL,F30,246.9
M,PL,M30,244.28
M,PL,M50,245.23
M,PL,M20,242.17
M,PL,M40,243.95
M,PL,M40,244.98
M,PL,M40,244.52
M,PL,M40,244.65
M,PL,M30,242.77
M,PL,M40,244.6
M,PL,M40,245.5
F,PL,F30,248.08
M,PL,M50,246.73
M,PL,M60,243.83
M,PL,M30,244.07
M,PL,M30,244.3
M,PL,M20,246.28
M,PL,M30,246.47
M,FR,M60,246.82
M,IE,M20,246.45
M,PL,M20,248.9
M,PL,M50,246.85
M,SE,M40,245.65
M,PL,M40,245.75
M,PL,M30,244.25
M,PL,M30,247.07
M,PL,M40,244.12
M,PL,M50,245.97
M,PL,M20,245.38
M,PL,M30,245.47
M,PL,M50,245.67
M,PL,M30,246.88
M,FR,M30,242.35
M,PL,M40,246.25
F,PL,F40,247.08
M,PL,M30,246.88
M,PL,M30,244.3
M,PL,M50,247.08
M,PL,M50,248.23
M,PL,M40,247.03
M,PL,M40,243.77
M,PL,M40,247.13
M,PL,M40,246.88
M,PL,M40,246.35
F,CH,F20,248.02
M,PL,M30,247.47
F,PL,F30,246.83
M,PL,M30,247.7
F,PL,F30,246.12
M,PL,M20,247.65
M,PL,M30,247.83
M,PL,M50,247.68
M,PL,M50,249.13
M,FR,M50,246.85
M,PL,M30,244.52
M,PL,M40,246.95
M,PL,M30,248.5
M,BY,M50,246.2
M,PL,M40,248.98
M,PL,M40,245.65
M,PL,M50,245.27
M,PL,M50,246.77
M,PL,M40,250.65
F,PL,F20,246.4
M,PL,M30,246.9
M,PL,M30,249.55
M,SE,M60,246.72
F,PL,F40,247.5
M,PL,M40,245.95
M,PL,M30,246.07
F,PL,F30,245.43
F,PL,F30,247.27
M,PL,M50,249.63
M,PL,M40,249.88
M,PL,M30,247.47
M,PL,M30,247.9
M,PL,M30,248.3
M,PL,M30,247.52
M,PL,M20,243.23
M,PL,M30,245.17
F,PL,F40,247.58
M,PL,M30,248.27
M,PL,M30,245.28
M,PL,M40,248.52
M,PL,M40,246.62
F,PL,F30,246.58
M,EE,M50,247.65
M,PL,M30,248.33
M,PL,M50,244.8
M,PL,M40,249.0
F,GB,F20,245.38
M,PL,M30,246.73
M,PL,M30,248.08
M,PL,M40,246.82
F,PL,F40,247.07
M,PL,M30,245.88
M,PL,M50,250.0
M,PL,M60,245.62
M,PL,M40,246.83
M,PL,M30,249.98
M,PL,M20,247.1
F,PL,F30,250.3
M,PL,M40,247.27
M,PL,M30,247.38
F,PL,F20,249.25
M,PL,M30,248.55
F,PL,F20,247.4
M,PL,M40,247.62
M,PL,M30,247.12
M,PL,M20,247.2
M,PL,M20,249.22
M,PL,M20,248.85
F,PL,F40,250.62
M,PL,M20,245.3
M,PL,M40,247.62
M,PL,M30,247.35
M,US,M30,249.28
M,PL,M50,249.33
F,PL,F20,245.35
M,PL,M40,247.07
M,PL,M30,249.0
M,PL,M40,248.3
M,PL,M40,248.27
F,DE,F20,246.53
M,HU,M40,248.43
M,PL,M30,245.18
M,PL,M40,247.98
M,PL,M40,249.77
M,DK,M40,247.15
M,IT,M40,249.4
M,PL,M40,247.22
F,PL,F20,249.72
M,PL,M30,247.4
M,PL,M40,247.72
F,PL,F40,247.93
M,PL,M30,249.82
M,UA,M30,248.87
M,PL,M50,247.63
M,PL,M30,254.93
M,PL,M30,247.92
M,PL,M40,248.42
M,PL,M40,247.47
M,PL,M40,248.53
M,PL,M50,246.78
M,PL,M50,247.33
M,PL,M30,250.17
M,PL,M20,249.85
M,PL,M20,248.05
F,PL,F30,250.57
M,PL,M20,249.77
M,PL,M40,250.37
M,PL,M30,248.2
M,PL,M30,248.75
M,PL,M30,246.67
F,PL,F30,248.63
M,PL,M50,245.57
F,PL,F30,247.82
F,PL,F30,247.33
M,PL,M30,247.33
M,PL,M30,250.12
M,PL,M30,248.52
M,PL,M40,247.73
M,PL,M30,250.95
M,PL,M30,248.75
M,PL,M20,246.75
M,PL,M30,245.95
M,PL,M30,247.38
M,PL,M40,248.65
M,PL,M30,249.8
F,PL,F40,248.93
M,PL,M30,250.37
M,PL,M20,248.9
M,PL,M40,250.37
M,PL,M50,248.22
M,PL,M40,251.77
M,PL,M40,249.82
M,PL,M40,246.98
M,PL,M60,247.62
M,PL,M30,249.13
M,PL,M40,245.52
F,PL,F20,250.85
M,PL,M40,250.82
F,PL,F20,249.3
M,PL,M50,249.3
M,PL,M20,250.47
F,PL,F40,248.3
M,PL,M50,248.3
M,PL,M30,248.45
M,PL,M20,250.82
M,PL,M50,249.92
M,PL,M40,250.82
F,PL,F30,250.83
M,PL,M40,246.57
M,PL,M20,248.28
M,PL,M50,250.7
M,PL,M30,250.95
M,PL,M30,246.85
M,PL,M30,251.35
M,PL,M30,250.52
F,FR,F20,249.8
F,PL,F40,249.77
M,PL,M20,245.28
M,PL,M30,251.38
F,PL,F30,249.95
M,PL,M20,250.83
M,FI,M30,248.43
M,SE,M50,247.78
M,IT,M40,250.45
M,PL,M40,249.67
M,PL,M30,250.25
M,PL,M20,249.65
M,PL,M30,248.9
M,SE,M60,250.57
F,PL,F30,250.37
M,PL,M20,247.82
M,PL,M60,251.23
F,PL,F30,248.68
M,PL,M30,249.28
M,PL,M40,249.3
M,PL,M40,248.75
M,PL,M20,249.33
M,PL,M30,249.18
F,PL,F40,250.43
M,PL,M20,248.98
M,PL,M40,248.2
M,PL,M30,251.1
M,PL,M50,248.1
M,PL,M30,248.7
M,PL,M30,246.85
M,PL,M50,247.4
M,PL,M50,249.97
M,PL,M30,247.17
M,PL,M30,249.83
M,PL,M30,245.98
F,PL,F30,249.97
M,PL,M30,246.9
M,PL,M30,250.3
M,PL,M40,248.18
M,PL,M30,249.53
M,PL,M30,249.9
M,PL,M40,249.5
M,PL,M30,251.9
F,PL,F20,250.33
M,PL,M30,250.33
M,PL,M40,250.05
M,PL,M40,248.13
M,PL,M20,248.42
F,PL,F20,250.6
M,PL,M20,250.6
M,PL,M30,250.35
M,PL,M20,250.77
M,PL,M30,247.97
F,PL,F30,248.37
M,PL,M30,250.5
F,PL,F30,250.85
M,PL,M60,250.73
F,PL,F40,250.9
F,PL,F30,250.9
F,PL,F20,251.3
F,PL,F40,250.85
M,PL,M50,252.7
M,PL,M30,250.45
M,PL,M40,249.82
F,PL,F30,251.88
F,PL,F40,253.23
M,PL,M40,252.0
M,GB,M50,249.02
M,PL,M30,250.73
M,PL,M20,251.42
M,PL,M40,250.9
M,PL,M40,251.25
M,PL,M30,248.52
M,PL,M30,251.45
M,PL,M30,251.03
M,PL,M40,249.73
M,PL,M30,252.92
M,PL,M30,250.05
M,PL,M40,250.9
M,PL,M40,248.88
M,PL,M60,250.23
M,PL,M30,253.15
M,PL,M30,251.93
M,PL,M30,249.85
M,PL,M40,249.35
M,PL,M50,249.08
M,PL,M40,252.2
M,PL,M40,250.82
M,PL,M30,250.52
M,PL,M40,250.08
F,PL,F40,249.67
M,PL,M30,248.72
M,PL,M30,249.83
M,PL,M20,250.3
M,PL,M30,250.07
M,PL,M20,249.43
M,PL,M40,253.77
M,PL,M30,251.02
M,PL,M30,251.47
M,PL,M40,250.65
M,PL,M30,251.8
M,PL,M30,253.5
M,PL,M40,249.9
M,PL,M20,249.82
M,PL,M60,250.1
M,DE,M30,255.87
M,PL,M20,251.47
M,PL,M50,249.73
F,PL,F20,249.67
M,PL,M40,250.45
M,PL,M20,253.53
M,PL,M30,249.75
M,PL,M30,252.25
M,PL,M30,250.62
M,PL,M30,252.03
M,PL,M40,250.58
M,PL,M30,251.22
M,FI,M30,250.38
F,PL,F20,252.77
M,PL,M20,251.25
M,PL,M40,252.87
M,PL,M30,250.35
M,PL,M20,252.63
M,PL,M20,252.17
M,PL,M30,253.32
M,GB,M40,253.53
M,PL,M30,255.9
M,PL,M30,252.45
F,PL,F20,249.97
M,PL,M60,251.07
F,PL,F20,251.95
M,PL,M40,250.6
F,PL,F20,248.9
M,PL,M30,251.07
M,PL,M30,250.45
M,PL,M30,252.95
M,PL,M20,253.58
M,PL,M20,253.6
M,PL,M40,253.18
F,PL,F40,253.13
M,PL,M40,249.72
M,PL,M30,249.8
F,PL,F40,250.07
M,PL,M30,256.72
M,PL,M30,252.0
M,PL,M40,250.08
F,PL,F30,252.97
M,BG,M30,252.43
M,PL,M50,254.2
F,PL,F40,252.13
F,PL,F40,254.17
F,RU,F60,251.28
M,PL,M40,254.17
M,PL,M30,250.38
M,PL,M40,253.55
M,PL,M40,251.9
F,PL,F20,254.52
M,PL,M20,254.43
M,PL,M30,249.77
M,PL,M30,247.75
M,PL,M40,251.05
M,PL,M20,252.08
F,PL,F30,253.07
M,PL,M20,253.6
M,PL,M50,251.32
M,PL,M50,252.33
M,PL,M40,250.05
F,PL,F40,253.17
M,PL,M30,250.72
M,PL,M40,253.18
M,PL,M60,248.87
M,DE,M50,253.0
M,PL,M40,255.32
M,PL,M30,250.65
M,ES,M40,252.6
M,PL,M20,251.53
M,PL,M30,252.6
F,PL,F20,251.67
F,PL,F30,253.53
M,PL,M40,253.05
M,PL,M40,256.03
M,PL,M40,250.45
M,PL,M30,252.22
M,PL,M40,250.6
M,PL,M30,251.27
M,PL,M50,251.1
M,PL,M30,255.97
F,PL,F30,255.23
F,PL,F30,252.25
F,PL,F30,255.97
M,PL,M20,253.25
M,PL,M40,251.02
M,PL,M40,251.27
F,PL,F30,254.47
M,PL,M40,252.12
M,PL,M30,253.08
M,IT,M30,252.83
M,PL,M30,252.63
M,PL,M40,252.5
M,PL,M40,254.92
M,PL,M40,254.88
F,PL,F30,253.93
M,PL,M50,251.37
M,PL,M30,254.75
M,PL,M20,256.43
M,PL,M40,254.77
M,PL,M40,253.8
M,PL,M50,249.98
M,PL,M30,253.9
M,PL,M30,257.87
M,PL,M60,252.47
M,PL,M40,251.78
M,PL,M40,253.88
M,PL,M30,254.42
M,PL,M40,254.22
M,PL,M30,254.1
M,PL,M30,254.97
M,PL,M30,254.88
M,PL,M20,253.18
M,PL,M60,248.9
M,UA,M20,251.9
M,PL,M40,251.33
F,PL,F30,251.7
M,PL,M40,251.53
M,PL,M30,250.67
F,PL,F30,253.58
M,PL,M20,257.87
M,IL,M40,252.32
M,PL,M40,252.7
F,PL,F30,253.55
M,UA,M30,256.03
M,PL,M30,254.67
M,PL,M20,255.02
M,PL,M30,254.02
M,PL,M30,254.08
M,PL,M30,251.93
M,PL,M20,253.0
M,GB,M40,254.25
F,PL,F40,252.53
F,PL,F30,254.97
M,PL,M40,254.87
M,PL,M20,252.52
M,PL,M40,255.33
M,PL,M40,253.3
M,PL,M20,254.35
F,PL,F20,254.92
M,PL,M40,253.67
M,PL,M30,255.08
M,PL,M30,250.22
F,PL,F30,255.05
F,PL,F30,254.0
M,PL,M30,255.18
M,PL,M30,251.93
M,PL,M30,252.77
M,PL,M20,254.95
M,UA,M20,254.87
M,PL,M30,255.18
M,PL,M40,256.2
M,PL,M40,253.35
M,PL,M40,254.3
M,PL,M30,254.47
M,PL,M30,254.48
M,PL,M40,256.2
M,PL,M20,255.8
F,PL,F40,255.17
M,PL,M40,254.1
M,PL,M30,255.13
M,PL,M40,252.95
M,PL,M30,253.58
F,PL,F30,253.73
M,PL,M40,251.72
M,PL,M40,254.33
F,PL,F40,255.28
M,PL,M40,255.15
M,PL,M30,255.62
M,PL,M30,252.4
F,PL,F20,256.2
M,PL,M20,256.2
M,PL,M50,255.8
F,PL,F30,255.02
M,PL,M30,253.5
M,PL,M20,255.47
M,PL,M40,255.95
M,PL,M30,255.67
M,PL,M20,259.6
F,PL,F40,252.15
M,PL,M30,255.7
F,PL,F20,255.3
M,PL,M30,254.78
M,PL,M30,254.73
M,PL,M40,252.35
M,PL,M20,254.77
M,PL,M20,254.3
M,PL,M20,255.62
M,PL,M40,255.97
M,PL,M40,255.18
M,PL,M40,254.03
M,PL,M60,254.8
M,PL,M30,253.82
M,PL,M20,253.9
F,PL,F30,255.62
M,PL,M30,255.53
F,PL,F40,253.02
M,PL,M40,255.98
M,PL,M40,255.8
M,PL,M40,253.95
M,JP,M30,253.07
M,PL,M50,252.67
F,PL,F20,257.23
M,PL,M30,255.37
M,PL,M30,255.28
M,PL,M30,255.7
M,PL,M30,254.87
F,PL,F30,255.22
M,PL,M40,255.23
M,PL,M40,257.53
M,PL,M30,253.87
M,PL,M30,258.07
M,PL,M30,259.53
M,PL,M40,256.2
M,PL,M30,254.5
M,PL,M30,255.97
M,PL,M40,256.22
M,PL,M30,255.37
M,PL,M60,253.98
M,PL,M40,253.33
M,PL,M40,255.93
M,DE,M30,253.83
M,PL,M30,254.85
F,PL,F30,254.87
M,PL,M40,253.62
M,PL,M40,258.25
M,PL,M30,253.67
M,PL,M20,252.62
F,PL,F40,258.25
M,PL,M40,253.12
M,PL,M30,253.47
M,PL,M20,256.58
M,PL,M50,254.42
M,PL,M30,254.17
F,PL,F30,256.07
F,PL,F20,258.78
M,PL,M20,252.12
M,PL,M30,258.97
M,PL,M30,256.63
M,PL,M50,254.33
M,PL,M30,253.77
M,PL,M40,255.95
F,PL,F30,257.17
M,PL,M40,254.28
M,PL,M20,255.83
F,PL,F30,256.95
M,PL,M40,255.12
F,PL,F40,255.68
M,PL,M50,255.83
F,PL,F30,257.22
M,PL,M30,254.25
M,PL,M30,252.62
M,PL,M30,255.9
M,PL,M40,253.27
M,PL,M40,256.17
M,PL,M40,252.35
M,PL,M30,251.62
M,PL,M20,259.77
M,PL,M40,258.17
M,PL,M30,255.6
M,PL,M30,255.15
F,PL,F30,255.57
F,PL,F30,255.3
M,PL,M30,255.03
M,PL,M30,254.15
M,PL,M30,254.4
M,DE,M40,255.53
F,PL,F40,256.43
M,PL,M40,254.9
M,FR,M40,256.42
M,PL,M50,255.0
M,PL,M40,255.43
M,PL,M30,255.12
F,PL,F40,255.65
F,PL,F20,254.98
M,PL,M20,259.68
M,PL,M30,256.95
M,PL,M40,256.02
F,PL,F30,257.72
F,PL,F30,255.65
F,PL,F30,255.85
M,PE,M30,256.0
M,PL,M30,257.35
M,PL,M30,255.58
M,PL,M50,257.52
M,PL,M40,256.57
M,PL,M20,259.75
M,PL,M40,253.1
F,PL,F40,257.28
M,PL,M30,256.53
M,PL,M30,257.33
F,PL,F30,257.32
M,PL,M40,257.5
M,PL,M50,255.32
F,PL,F20,257.25
M,PL,M30,257.98
M,PL,M30,255.68
F,PL,F30,256.25
M,PL,M40,254.53
M,PL,M20,256.67
M,PL,M40,257.88
M,PL,M30,253.18
M,PL,M20,256.6
F,PL,F30,256.6
M,PL,M40,259.3
M,PL,M40,256.85
M,PL,M40,256.47
M,PL,M60,256.53
M,PL,M40,254.68
M,PL,M30,260.2
F,PL,F40,258.28
M,PL,M20,253.8
M,PL,M20,258.85
M,PL,M30,259.28
M,PL,M40,255.93
M,PL,M20,257.4
M,PL,M30,258.98
M,PL,M60,258.58
F,DE,F40,254.43
M,PL,M30,258.8
M,PL,M30,258.02
F,PL,F40,258.68
M,PL,M40,259.63
M,PL,M30,254.27
M,PL,M70,258.32
M,PL,M30,263.97
M,PL,M30,259.3
M,PL,M40,258.0
M,RU,M30,258.65
M,PL,M40,256.13
M,PL,M60,258.82
M,PL,M40,258.6
M,PL,M30,257.3
M,JP,M30,254.28
M,PL,M40,254.72
M,PL,M20,258.47
M,PL,M30,257.97
M,PL,M20,258.42
M,PL,M50,262.08
M,PL,M40,254.85
M,PL,M40,254.83
M,PL,M20,259.68
M,PL,M30,257.05
F,PL,F30,258.83
M,PL,M20,258.43
M,PL,M50,255.98
M,PL,M30,258.83
M,FR,M40,257.28
F,PL,F40,259.1
M,PL,M30,259.1
F,PL,F40,258.5
M,PL,M30,257.0
M,PL,M40,259.17
M,PL,M20,257.0
M,PL,M30,257.48
M,PL,M40,257.2
M,PL,M60,259.63
M,GB,M20,255.55
M,PL,M20,259.57
M,PL,M20,259.55
M,PL,M40,257.67
M,PL,M30,259.6
M,PL,M40,259.03
M,PL,M30,256.95
M,PL,M50,259.28
F,PL,F30,259.03
M,PL,M60,262.48
M,PL,M30,258.92
M,PL,M40,259.95
F,PL,F30,259.95
M,PL,M40,255.58
M,PL,M60,260.85
M,PL,M20,255.63
M,PL,M20,258.25
M,PL,M30,256.3
M,FI,M60,259.47
M,PL,M20,259.98
M,PL,M30,259.97
M,PL,M20,259.78
M,PL,M40,258.93
M,PL,M60,259.73
F,PL,F20,260.82
M,PL,M40,260.27
M,PL,M30,261.15
M,PL,M50,259.93
M,PL,M20,258.3
M,PL,M30,257.42
M,PL,M30,260.62
F,PL,F20,259.7
M,PL,M40,257.93
F,PL,F30,260.12
M,PL,M40,257.52
M,PL,M20,256.55
M,PL,M30,259.0
M,PL,M30,259.07
M,IC,M30,258.08
M,PL,M20,258.03
M,PL,M40,259.33
F,PL,F50,260.65
M,PL,M40,262.28
M,PL,M50,256.33
M,PL,M20,257.3
M,PL,M40,259.3
M,PL,M20,259.15
M,PL,M30,257.98
M,PL,M30,258.47
F,PL,F40,259.58
M,PL,M30,258.53
M,PL,M30,260.55
M,PL,M30,261.53
M,PL,M40,260.93
F,PL,F20,260.38
M,PL,M30,259.93
M,PL,M50,259.1
M,PL,M40,258.92
M,PL,M30,260.35
M,PL,M50,258.28
F,PL,F20,259.82
F,PL,F30,260.45
M,PL,M40,260.73
M,PL,M30,256.92
F,PL,F20,260.75
F,PL,F30,257.87
M,PL,M40,257.35
M,PL,M30,258.65
M,PL,M50,257.18
F,PL,F30,260.77
F,PL,F50,259.13
M,PL,M50,258.18
F,PL,F40,258.72
M,PL,M20,260.63
F,PL,F40,258.73
F,PL,F40,262.08
F,PL,F40,259.88
M,PL,M50,260.2
M,PL,M30,263.52
M,PL,M30,258.8
M,PL,M50,257.3
M,PL,M30,254.95
M,PL,M40,258.17
M,PL,M20,255.93
M,PL,M40,259.22
M,PL,M30,259.67
M,PL,M40,260.37
F,PL,F20,258.5
M,PL,M50,261.03
F,PL,F30,260.03
M,PL,M30,263.33
F,PL,F40,258.85
M,PL,M60,258.85
M,PL,M40,260.87
M,BY,M30,258.18
F,PL,F30,261.22
M,PL,M20,259.98
M,BY,M30,258.18
M,PL,M50,260.32
F,PL,F30,260.87
F,PL,F30,262.73
M,PL,M40,260.67
F,PL,F20,261.72
M,PL,M30,260.15
F,PL,F40,260.87
M,PL,M40,260.6
M,PL,M30,259.82
F,PL,F30,260.57
M,HK,M40,256.5
M,PL,M40,259.47
M,PL,M20,260.63
M,GB,M40,259.05
M,PL,M30,259.47
M,PL,M50,261.2
M,PL,M30,258.13
M,PL,M40,261.55
F,PL,F30,261.28
M,PL,M40,261.28
M,PL,M40,261.0
M,PL,M40,258.48
M,PL,M20,261.23
M,PL,M40,261.43
M,PL,M30,260.42
M,PL,M30,259.88
F,PL,F30,262.12
M,PL,M40,261.88
M,NL,M60,260.07
M,PL,M40,261.72
M,PL,M50,258.82
M,PL,M50,258.93
M,PL,M20,260.52
M,PL,M20,255.33
M,PL,M30,260.52
M,PL,M40,262.33
M,PL,M30,261.38
M,PL,M30,262.15
M,BY,M20,258.38
M,PL,M50,261.78
M,PL,M40,262.32
F,PL,F40,260.82
M,PL,M20,262.42
M,PL,M50,260.05
M,PL,M30,259.88
M,PL,M30,258.88
M,PL,M30,258.32
M,PL,M30,260.6
M,PL,M50,261.97
M,PL,M50,259.83
M,PL,M60,261.62
F,PL,F40,261.62
M,PL,M20,259.67
M,PL,M40,262.48
M,UA,M20,260.08
M,PL,M40,258.48
M,PL,M30,258.6
M,PL,M30,259.6
M,PL,M40,259.15
F,PL,F30,259.72
M,PL,M30,258.78
M,PL,M40,264.93
M,PL,M40,264.48
M,UA,M20,263.58
M,PL,M40,260.2
M,PL,M30,260.75
M,PL,M40,260.22
F,PL,F30,261.5
M,PL,M50,260.13
M,PL,M30,264.63
M,PL,M30,262.15
F,PL,F30,261.13
M,PL,M30,263.8
F,PL,F30,260.78
F,PL,F30,260.48
M,PL,M20,259.77
M,PL,M50,259.67
M,PL,M40,260.38
M,PL,M40,257.92
M,PL,M30,262.58
M,PL,M50,260.85
M,PL,M30,259.9
M,PL,M20,261.15
M,PL,M40,260.85
M,AT,M30,260.85
M,US,M60,262.82
M,PL,M50,259.85
M,PL,M20,258.78
M,PL,M40,262.43
M,PL,M20,261.35
M,PL,M20,260.78
M,PL,M40,263.43
M,PL,M20,261.27
M,PL,M30,259.02
F,PL,F30,261.15
M,SE,M20,263.53
M,PL,M20,260.48
M,PL,M30,260.37
F,GB,F30,259.72
F,GB,F40,262.45
M,PL,M20,256.58
M,PL,M30,259.28
M,PL,M20,263.15
M,PL,M30,262.17
M,PL,M40,259.27
M,PL,M30,260.03
M,FI,M50,262.77
F,PL,F30,262.5
M,PL,M20,262.98
M,PL,M40,260.6
M,PL,M30,262.53
M,PL,M30,261.62
M,PL,M50,263.38
M,PL,M20,263.63
F,PL,F30,261.2
M,PL,M30,265.38
M,PL,M20,261.37
M,PL,M50,257.7
F,PL,F20,262.33
M,PL,M40,263.55
M,PL,M30,263.6
M,PL,M40,259.25
M,DE,M40,262.68
M,PL,M30,260.77
M,PL,M30,260.57
M,PL,M30,261.12
M,PL,M40,263.92
M,PL,M30,261.57
F,PL,F40,263.93
M,PL,M40,263.65
M,PL,M30,261.42
F,PL,F20,261.72
M,PL,M30,259.7
M,PL,M30,264.72
F,PL,F30,263.1
M,FR,M50,262.6
F,PL,F30,262.85
M,PL,M40,262.33
M,PL,M30,263.3
F,PL,F30,259.6
M,PL,M40,260.47
F,PL,F30,261.9
M,PL,M40,262.18
M,PL,M50,261.05
M,PL,M60,262.27
M,PL,M30,261.05
M,PL,M40,261.65
M,PL,M40,260.95
M,US,M50,262.77
M,PL,M50,262.3
M,PL,M40,263.85
