# glaciers              package:nasaweather              R Documentation
#
# Glacier locations
#
# Description:
#
#      Downloaded by Dianne Cook.
#
# Format:
#
#      id A 12/13-character unique glacier identifier
#
#      name 30-character name of the glacier.
#
#      lat,long Location of the glacier: "The point on the glacier whose
#           coordinates are given should be in the upper part of the
#           ablation area, in the main stream and sufficiently high so as
#           not to be lost if the glacier retreats"
#
#      area The total area of the glacier in a horizontal projection in
#           square kilometres, up to 6 digits.
#
#      country 2-character abbreviation for the name of the country or
#           territory in which the glacier is located. These codes are
#           ISO3166 country codes
#
# Source:
#
#      <URL: http://nsidc.org/data/glacier_inventory/>
#
#
#    Hadley Wickham's nasaweather-0.1 package,
# see https://cran.r-project.org/package=nasaweather
#
#  License: GPL-3
"id","name","lat","long","area","country"
"PE1D371FPC01","NA",-9.504333333,-77.28666667,"0.16","PE"
"PE1D371FPC02","NA",-9.499,-77.28733333,"0.04","PE"
"PE1D371FPDA1","UMARINA",-9.498833333,-77.30083333,"3.06","PE"
"PE1D371FPDA2","NA",-9.4885,-77.29866667,"3.04","PE"
"PE1D371FPDB1","NA",-9.470666667,-77.31416667,"3.06","PE"
"PE1D371FPDB2","NA",-9.457,-77.30066667,"0.69","PE"
"PE1D371FPDC1","NA",-9.457166667,-77.29033333,"0.04","PE"
"PE1D371FPDC2","NA",-9.457166667,-77.28316667,"0.2","PE"
"PE1D371FPDC3","NA",-9.457833333,-77.276,"0.18","PE"
"PE1D371FPE01","POTRERO 1",-9.457833333,-77.2725,"0.07","PE"
"PE1D371FPE02","NA",-9.444666667,-77.26383333,"0.06","PE"
"PE1D371FQAB1","NA",-9.451333333,-77.29783333,"0.09","PE"
"PE1D371FQAB2","NA",-9.439833333,-77.29616667,"0.54","PE"
"PE1D371FQAC1","NA",-9.427833333,-77.29866667,"0.78","PE"
"PE1D371FQAC2","NA",-9.428666667,-77.304,"0.17","PE"
"PE1D371FQAC3","NA",-9.426333333,-77.30833333,"0.32","PE"
"PE1D371FQAC4","NA",-9.4165,-77.313,"1.2","PE"
"PE1D371FQAC5","NA",-9.408,-77.30383333,"1.81","PE"
"PE1D371FQAD1","NA",-9.400666667,-77.30116667,"0.54","PE"
"PE1D371FQBB1","RURICHINCHEY",-9.3845,-77.30766667,"6.59","PE"
"PE1D371FQBC1","NA",-9.369,-77.3065,"2.31","PE"
"PE1D371FQBD1","YANARANGRA",-9.359,-77.31883333,"5.41","PE"
"PE1D371FQBD2","NA",-9.3455,-77.32366667,"1.26","PE"
"PE1D371FQBD3","NA",-9.346,-77.32383333,"0.27","PE"
"PE1D371FQBD4","NA",-9.33,-77.317,"1","PE"
"PE1D371FQBD5","NA",-9.333,-77.30333333,"1.09","PE"
"PE1D371FQBE1","NA",-9.329333333,-77.29733333,"0.28","PE"
"PE1D371FRAB1","JACABAMBA",-9.317833333,-77.30683333,"3.58","PE"
"PE1D371FRAB2","NA",-9.305,-77.3055,"0.49","PE"
"PE1D371FRAB3","PERLILLA",-9.288833333,-77.30183333,"4.06","PE"
"PE1D371FRAC1","NA",-9.2875,-77.28566667,"0.34","PE"
"PE1D371GECB1","NA",-9.280166667,-77.29066667,"0.51","PE"
"PE1D371GECB2","NA",-9.275333333,-77.30333333,"1.05","PE"
"PE1D371GECB3","ASHNOCUANA",-9.273666667,-77.312,"1.88","PE"
"PE1D371GECC1","NA",-9.274,-77.31983333,"0.4","PE"
"PE1D371GFB01","COPAP",-9.283166667,-77.33016667,"13.76","PE"
"PE1D371GFB02","NA",-9.285166667,-77.3445,"0.07","PE"
"PE1D371GFB03","NA",-9.2805,-77.34733333,"0.06","PE"
"PE1D371GFC01","NA",-9.285666667,-77.34916667,"0.74","PE"
"PE1D371GFC02","NA",-9.294833333,-77.34916667,"0.19","PE"
"PE1D371GFC03","NA",-9.291833333,-77.3595,"0.23","PE"
"PE1D371GFC04","NA",-9.289,-77.36583333,"0.12","PE"
"PE1D371GFC05","NA",-9.282833333,-77.369,"0.39","PE"
"PE1D371GFDA1","NA",-9.282833333,-77.37566667,"0.62","PE"
"PE1D371GFDA2","NA",-9.261,-77.40066667,"1.33","PE"
"PE1D371GFDB1","NA",-9.256166667,-77.39816667,"0.61","PE"
"PE1D371GFE01","NA",-9.245666667,-77.4055,"0.2","PE"
"PE1D371GFE02","NA",-9.241666667,-77.407,"0.11","PE"
"PE1D371GFF01","NA",-9.227833333,-77.4105,"1.21","PE"
"PE1D371GGA01","NA",-9.219166667,-77.41583333,"0.2","PE"
"PE1D371GGA02","NA",-9.2275,-77.417,"0.38","PE"
"PE1D371GGA03","NA",-9.237166667,-77.4145,"0.89","PE"
"PE1D371GGAA1","NA",-9.25,-77.4095,"0.8","PE"
"PE1D371GGAA2","NA",-9.260833333,-77.41033333,"2.92","PE"
"PE1D371GGAA3","NA",-9.267833333,-77.421,"0.84","PE"
"PE1D371GGAA4","NA",-9.266166667,-77.42833333,"0.97","PE"
"PE1D371GGAB1","NA",-9.2585,-77.42883333,"0.09","PE"
"PE1D371GGAB2","NA",-9.260166667,-77.43916667,"2.19","PE"
"PE1D371GGBA1","NA",-9.257333333,-77.45316667,"1.16","PE"
"PE1D371GGBA2","NA",-9.259833333,-77.46783333,"1.97","PE"
"PE1D371GGBA3","NA",-9.245,-77.47133333,"1.4","PE"
"PE1D371GGBA4","NA",-9.235333333,-77.4675,"0.43","PE"
"PE1D371GGBB1","NA",-9.228,-77.46433333,"0.72","PE"
"PE1D371GGCA1","NA",-9.2235,-77.46783333,"0.52","PE"
"PE1D371GGCB1","NA",-9.229333333,-77.47466667,"1.38","PE"
"PE1D371GGCB2","NA",-9.229833333,-77.485,"0.06","PE"
"PE1D371GGCB3","NA",-9.24,-77.48333333,"3.39","PE"
"PE1D371GGCB4","NA",-9.2405,-77.50116667,"5.54","PE"
"PE1D371GGCB5","NA",-9.223166667,-77.4975,"0.25","PE"
"PE1D371GGCB6","NA",-9.2265,-77.50983333,"1.51","PE"
"PE1D371GGCB7","NA",-9.212333333,-77.50883333,"1.71","PE"
"PE1D371GGCC1","NA",-9.191333333,-77.50233333,"3.82","PE"
"PE1D371GGCC2","NA",-9.184666667,-77.48183333,"1.34","PE"
"PE1D371GGCD1","NA",-9.182833333,-77.47133333,"0.38","PE"
"PE1D371GHB01","NA",-9.179166667,-77.4745,"0.14","PE"
"PE1D371GHB02","NA",-9.180333333,-77.4835,"0.45","PE"
"PE1D371GHB03","NA",-9.182666667,-77.49933333,"0.41","PE"
"PE1D371GHB04","NA",-9.1915,-77.5205,"5.24","PE"
"PE1D371GHB05","NA",-9.17,-77.525,"2.88","PE"
"PE1D371GHB06","NA",-9.151666667,-77.51,"4.01","PE"
"PE1D371GHC01","NA",-9.15,-77.49333333,"0.1","PE"
"PE1D371GHC02","NA",-9.146666667,-77.505,"0.25","PE"
"PE1D371GHC03","NA",-9.138333333,-77.515,"1.48","PE"
"PE1D371GHC04","NA",-9.128333333,-77.50333333,"0.46","PE"
"PE1D371GHC05","NA",-9.121666667,-77.49333333,"1.61","PE"
"PE1D371GHC06","NA",-9.118333333,-77.48166667,"3.49","PE"
"PE1D371GHC07","NA",-9.128333333,-77.47166667,"0.53","PE"
"PE1D371GHC08","NA",-9.138333333,-77.465,"0.48","PE"
"PE1D371GIB01","NA",-9.135,-77.46166667,"0.31","PE"
"PE1D371GIC01","NA",-9.12,-77.465,"0.91","PE"
"PE1D371GIC02","NA",-9.113333333,-77.46333333,"1.4","PE"
"PE1D371GIC03","NA",-9.11,-77.45166667,"1.08","PE"
"PE1D371GID01","NA",-9.112166667,-77.439,"0.65","PE"
"PE1D371GID02","NA",-9.112833333,-77.44433333,"0.03","PE"
"PE1D371GID03","NA",-9.1155,-77.43466667,"0.06","PE"
"PE1D371GJA01","NA",-9.107,-77.44316667,"0.71","PE"
"PE1D371GJA02","NA",-9.100166667,-77.43966667,"0.39","PE"
"PE1D371GKB01","NA",-9.0995,-77.44666667,"0.71","PE"
"PE1D371GKB02","NA",-9.099333333,-77.4555,"0.25","PE"
"PE1D371GKB03","NA",-9.097833333,-77.47166667,"5.22","PE"
"PE1D371GKC01","NA",-9.078166667,-77.47166667,"0.69","PE"
"PE1D371GLCB1","NA",-9.071666667,-77.47283333,"0.23","PE"
"PE1D371GLCD1","NA",-9.069333333,-77.48166667,"1.13","PE"
"PE1D371GLCD2","NA",-9.071833333,-77.48866667,"1.28","PE"
"PE1D371GLCD3","NA",-9.0755,-77.49666667,"3.86","PE"
"PE1D371GLCD4","NA",-9.081166667,-77.51133333,"5.48","PE"
"PE1D371GLCD5","NA",-9.090166667,-77.51516667,"0.52","PE"
"PE1D371GLCE1","NA",-9.0675,-77.52516667,"0.06","PE"
"PE1D371GLCE2","NA",-9.071666667,-77.52683333,"0.05","PE"
"PE1D371GLCE3","NA",-9.0775,-77.52833333,"0.14","PE"
"PE1D371GLCE4","NA",-9.078333333,-77.534,"0.03","PE"
"PE1D371GLCE5","NA",-9.077333333,-77.548,"1.17","PE"
"PE1D371GLCE6","NA",-9.072,-77.56183333,"3.5","PE"
"PE1D371GLD01","NA",-9.056333333,-77.56366667,"0.08","PE"
"PE1D371GLD02","NA",-9.062666667,-77.56183333,"1.68","PE"
"PE1D371GLD03","NA",-9.034,-77.58416667,"0.04","PE"
"PE1D371GLD04","NA",-9.027666667,-77.57383333,"0.39","PE"
"PE1D371GLD05","NA",-9.027,-77.56883333,"0.5","PE"
"PE1D371GLD06","NA",-9.020666667,-77.56266667,"0.63","PE"
"PE1D371GLD07","NA",-9.017166667,-77.55483333,"0.31","PE"
"PE1D371GLEA1","NA",-9.0135,-77.55616667,"0.24","PE"
"PE1D371GLEA2","NA",-9.015333333,-77.57266667,"2.35","PE"
"PE1D371GLEA3","NA",-9.005333333,-77.57683333,"0.53","PE"
"PE1D371GLEB1","NA",-8.992666667,-77.582,"0.14","PE"
"PE1D371GLEC1","NA",-8.992666667,-77.59366667,"1.82","PE"
"PE1D371GLF01","NA",-8.978833333,-77.60766667,"4.83","PE"
"PE1D371GLF02","NA",-8.954333333,-77.60316667,"5.31","PE"
"PE1D371GLF03","NA",-8.937333333,-77.58133333,"0.03","PE"
"PE1D371GLF04","NA",-8.9315,-77.58133333,"0.04","PE"
"PE1D371GLF05","NA",-8.927166667,-77.58016667,"0.02","PE"
"PE1D371GMAA1","NA",-8.9335,-77.53983333,"0.48","PE"
"PE1D371GMAA2","NA",-8.9335,-77.53933333,"0.31","PE"
"PE1D371GMAA3","NA",-8.921166667,-77.5375,"0.05","PE"
"PE1D371GMAB1","NA",-8.922166667,-77.54266667,"0.25","PE"
"PE1D371GMAB2","NA",-8.903166667,-77.55566667,"0.66","PE"
"PE1D371GMAB3","NA",-8.905,-77.54933333,"0.21","PE"
"PE1D371GMAB4","NA",-8.902,-77.54666667,"0.26","PE"
"PE1D371GMB01","NA",-8.8985,-77.54833333,"0.02","PE"
"PE1D371GMB02","NA",-8.8985,-77.55183333,"0.27","PE"
"PE1D371GMB03","NA",-8.891833333,-77.55866667,"3.16","PE"
"PE1D371GMB04","NA",-8.881833333,-77.55433333,"1.27","PE"
"PE1D371GNA01","NA",-8.872333333,-77.5575,"0.44","PE"
"PE1D371GNA02","NA",-8.859833333,-77.56366667,"0.09","PE"
"PE1D371GNA03","NA",-8.863666667,-77.57933333,"16.5","PE"
"PE1D371GNA04","NA",-8.845333333,-77.57266667,"2.44","PE"
"PE1D371GNB01","NA",-8.832833333,-77.57733333,"0.26","PE"
"PE1D371GNB02","NA",-8.832666667,-77.58233333,"0.4","PE"
"PE1D371GNB03","NA",-8.8325,-77.59083333,"0.66","PE"
"PE1P0024A002","ALTAR 4",-12.92933333,-75.32883333,"0.11","PE"
"PE1P0024A003","CHALACIRI",-12.94866667,-75.18433333,"0.59","PE"
"PE1P00250001","PASURA",-12.92866667,-75.34683333,"0.07","PE"
"PE1P00250002","ALTAR 1",-12.932,-75.33983333,"0.12","PE"
"PE1P00250003","ALTAR 2",-12.93583333,-75.33433333,"0.14","PE"
"PE1P002AA001","ALTAR 3",-12.93616667,-75.331,"0.18","PE"
"PE1P0031AB01","YADUNE 3",-12.36166667,-75.97216667,"0.16","PE"
"PE1P0031AB02","NA",-12.33916667,-75.95916667,"0.57","PE"
"PE1P0031AB03","NA",-12.33566667,-75.9495,"0.6","PE"
"PE1P0031AB04","CUNE 1",-12.33083333,-75.94466667,"0.27","PE"
"PE1P0031AB05","CUNE 2",-12.32416667,-75.944,"0.42","PE"
"PE1P0031AB06","NA",-12.31516667,-75.93483333,"0.28","PE"
"PE1P0031AB07","QUEPALA 1",-12.30083333,-75.91783333,"0.39","PE"
"PE1P0031AB08","QUEPALA 2",-12.3,-75.91083333,"0.12","PE"
"PE1P0031AB09","QUEPALA",-12.2965,-75.91283333,"0.18","PE"
"PE1P0031AC01","QUEPALA 4",-12.2945,-75.918,"0.18","PE"
"PE1P0031AC02","NA",-12.298,-75.92233333,"0.34","PE"
"PE1P0031AC03","NA",-12.31033333,-75.9295,"0.23","PE"
"PE1P0031AC04","NA",-12.31366667,-75.93733333,"0.48","PE"
"PE1P0031AC05","NA",-12.26916667,-75.944,"0.03","PE"
"PE1P0031AC06","HUAMALLA 1",-12.26483333,-75.929,"0.08","PE"
"PE1P0031AC07","HUAMALLA 2",-12.25883333,-75.9205,"0.13","PE"
"PE1P0031AC08","HUAMALLA 3",-12.25816667,-75.91316667,"0.26","PE"
"PE1P0031AC09","NA",-12.25716667,-75.9205,"0.09","PE"
"PE1P0031AC10","NA",-12.25683333,-75.92366667,"0.05","PE"
"PE1P0031AC11","NA",-12.26083333,-75.92916667,"0.11","PE"
"PE1P0031AC12","NA",-12.26083333,-75.95066667,"0.35","PE"
"PE1P0031AC13","NA",-12.25383333,-75.94966667,"0.38","PE"
"PE1P0031AC14","NA",-12.25,-75.94583333,"0.28","PE"
"PE1P0031AC15","PADRECCACA 2",-12.2335,-75.93166667,"0.15","PE"
"PE1P0031AC16","NA",-12.21133333,-75.933,"0.1","PE"
"PE1P0031AC17","NA",-12.2055,-75.924,"0.08","PE"
"PE1P0031AC18","NA",-12.189,-75.915,"0.12","PE"
"PE1P0031AC19","NA",-12.189,-75.90983333,"0.31","PE"
"PE1P0031AC20","NA",-12.18566667,-75.9565,"0.07","PE"
"PE1P0031AC21","ANCOVILCA 2",-12.18666667,-75.86816667,"0.38","PE"
"PE1P0031AD01","ANCOVILCA 1",-12.17633333,-75.88016667,"0.08","PE"
"PE1P0031AD02","NA",-12.182,-75.87566667,"0.88","PE"
"PE1P0031AD03","UMAN",-12.18216667,-75.909,"0.23","PE"
"PE1P0031AD04","JATUNPAUCA",-12.14933333,-75.939,"0.13","PE"
"PE1P0031AE01","JATUNPAUCA 1",-12.1335,-75.95466667,"0.16","PE"
"PE1P0031AE02","JATUNPAUCA 2",-12.1425,-75.95483333,"0.28","PE"
"PE1P0031AE03","JATUNPAUCA 3",-12.14583333,-75.9515,"0.22","PE"
"PE1P0031AE04","JATUNPAUCA 4",-12.1525,-75.94483333,"0.1","PE"
"PE1P0031AE05","JATUNPAUCA 5",-12.1565,-75.93666667,"0.45","PE"
"PE1P0031AE06","UMAN 1",-12.16116667,-75.92516667,"0.46","PE"
"PE1P0031AE07","UMAN 2",-12.1695,-75.92016667,"0.48","PE"
"PE1P0031AE08","UMAN 3",-12.17983333,-75.91733333,"1.34","PE"
"PE1P0031AE09","UMAN 4",-12.18516667,-75.91916667,"0.36","PE"
"PE1P0031AE10","NA",-12.18966667,-75.918,"0.06","PE"
"PE1P0031AE11","ALTARNIYOC 1",-12.20016667,-75.92466667,"0.15","PE"
"PE1P0031AE12","ALTARNIYOC 2",-12.2065,-75.93,"0.35","PE"
"PE1P0031AE13","ALTARNIYOC 3",-12.21016667,-75.93383333,"0.07","PE"
"PE1P0031AE14","PADRECCACA",-12.23116667,-75.9335,"0.1","PE"
"PE1P0031AE15","TICLLA 1",-12.24416667,-75.947,"0.13","PE"
"PE1P0031AE16","TICLLA 2",-12.24633333,-75.95316667,"1.1","PE"
"PE1P0031AE17","NA",-12.23416667,-75.96016667,"0.08","PE"
"PE1P0031AE18","NA",-12.2305,-75.9605,"0.14","PE"
"PE1P0031AE19","NA",-12.21983333,-75.96433333,"0.28","PE"
"PE1P0031AE20","CULLEC",-12.221,-75.969,"1.82","PE"
"PE1P0031AE21","NA",-12.222,-75.9765,"0.39","PE"
"PE1P0031AE22","NA",-12.22283333,-75.98416667,"0.15","PE"
"PE1P0031AE23","NA",-12.21416667,-75.989,"0.08","PE"
"PE1P0031AE24","NA",-12.21733333,-75.99133333,"0.31","PE"
"PE1P0031AE25","ACOPALCA 1",-12.22016667,-75.99533333,"0.82","PE"
"PE1P0031AE26","ACOPALCA 2",-12.22366667,-75.9905,"0.71","PE"
"PE1P0031AE27","CULLEC 2",-12.2275,-75.97733333,"1.12","PE"
"PE1P0031AE28","PICHAHUAIRA 1",-12.2345,-75.96833333,"1.29","PE"
"PE1P0031AE29","TICLLA",-12.24883333,-75.964,"2.62","PE"
"PE1P0031AE30","HUAYNACUTUNI 1",-12.25483333,-75.97866667,"1.18","PE"
"PE1P0031AE31","HUAYNACUTUNI 2",-12.25816667,-75.98716667,"0.71","PE"
"PE1P0031AE32","NA",-12.26433333,-75.98516667,"0.23","PE"
"PE1P0031AE33","NA",-12.27216667,-75.98883333,"0.42","PE"
"PE1P0031AE34","NA",-12.27766667,-75.99316667,"0.28","PE"
"PE1P0031AE35","NA",-11.9895,-76.025,"0.28","PE"
"PE1P0031AE36","CORIHUASI 1",-11.98166667,-76.01716667,"2.38","PE"
"PE1P0031AE37","CORIHUASI 2",-11.9875,-76,"1.81","PE"
"PE1P0031AE38","CORIHUASI 3",-11.9945,-76,"0.27","PE"
"PE1P0031AE39","CORIHUASI 4",-11.99566667,-75.992,"1.25","PE"
"PE1P0031AE40","CORIHUASI 5",-12,-75.983,"1.75","PE"
"PE1P0031AE41","NA",-11.99133333,-75.982,"1.4","PE"
"PE1P0031AH01","HUARMIJARULO",-12.3935,-75.64133333,"0.12","PE"
"PE1P0031AH02","OQUE OQUE",-12.39266667,-75.6445,"0.04","PE"
"PE1P0031AH03","YUNCA",-12.3975,-75.64333333,"0.1","PE"
"PE1P0031AH04","SOCO ARCO 1",-12.40866667,-75.6465,"0.09","PE"
"PE1P0031AH05","SOCO ARCO 2",-12.411,-75.6485,"0.19","PE"
"PE1P0031AH06","TOROYOC 1",-12.419,-75.41666667,"0.18","PE"
"PE1P0031AH07","HUAMPUNA",-12.43033333,-75.669,"0.14","PE"
"PE1P0031AH08","TOROYOC 2",-12.42,-75.662,"0.12","PE"
"PE1P0031AH09","PATRIARCA",-12.42016667,-75.65566667,"0.37","PE"
"PE1P0031AH10","NA",-12.41416667,-75.6505,"0.12","PE"
"PE1P0031AI01","UPIANCA",-12.54383333,-75.781,"0.32","PE"
"PE1P0031AI02","NA",-12.542,-75.78083333,"0.31","PE"
"PE1P0031AI03","UPIANCA 2",-12.53633333,-75.78483333,"0.56","PE"
"PE1P0031AI04","UPIANCA 3",-12.5425,-75.78516667,"0.27","PE"
"PE1P0031AI05","CURPA",-12.54833333,-75.78866667,"0.22","PE"
"PE1P0031AJ01","TUNAN",-12.54866667,-75.78233333,"0.37","PE"
"PE1P0031AJ02","NA",-12.58033333,-75.78716667,"0.14","PE"
"PE1P0031AJ03","HUANCARCOHA",-12.57816667,-75.79166667,"0.26","PE"
"PE1P0031AJ04","NA",-12.58,-75.79666667,"0.05","PE"
"PE1P0031AJ05","NA",-12.57916667,-75.79916667,"0.07","PE"
"PE1P0031AJ06","NA",-12.57483333,-75.80333333,"0.04","PE"
"PE1P0031AK01","NA",-12.5815,-75.7965,"0.04","PE"
"PE1P0031AK02","HUANCARCOCHA 2",-12.583,-75.78933333,"0.52","PE"
"PE1P0031AK03","NA",-12.585,-75.78133333,"0.05","PE"
"PE1P0031AK04","TORO",-12.59333333,-75.76533333,"0.27","PE"
"PE1P0031AK05","TORO 2",-12.60183333,-75.76416667,"0.26","PE"
"PE1P0031BA01","TORO 3",-12.5995,-75.76133333,"0.17","PE"
"PE1P0031BA02","NA",-12.5975,-75.75983333,"0.01","PE"
"PE1P0031BA03","CHACA PUNTA",-12.59316667,-75.762,"0.14","PE"
"PE1P0032AA01","NA",-11.92716667,-76.14083333,"0.09","PE"
"PE1P0032AA02","HUACUYPACA",-11.93066667,-76.14033333,"0.29","PE"
"PE1P0032AA03","NA",-11.9305,-76.13983333,"0.07","PE"
"PE1P0032AA04","HUACUYPACA",-11.9355,-76.141,"0.6","PE"
"PE1P0032AA05","NA",-11.94166667,-76.13433333,"0.22","PE"
"PE1P0032AB01","NA",-11.9205,-76.07683333,"1.02","PE"
"PE1P0032AB02","PACCHA",-11.92566667,-76.06966667,"0.79","PE"
"PE1P0032AB03","VICUNITA",-11.9325,-76.06783333,"0.35","PE"
"PE1P0032AB04","CHUECON",-11.93666667,-76.05966667,"3.29","PE"
"PE1P0032AB05","NA",-11.9485,-76.06166667,"0.14","PE"
"PE1P0032AB06","MANON",-11.95366667,-76.0495,"3.7","PE"
"PE1P0032AB07","NA",-11.96483333,-76.04416667,"0.55","PE"
"PE1P0032AB08","COLLQUEPUCRO 1",-11.96783333,-76.035,"0.81","PE"
"PE1P0032AB09","COLLQUEPUCRO 2",-11.97216667,-76.02866667,"1.22","PE"
"PE1P0032AB10","NINAUCRO",-11.9835,-76.02916667,"0.48","PE"
"PE1P0032AB11","NA",-11.953,-76.07816667,"0.05","PE"
"PE1P0032AB12","NA",-11.95083333,-76.086,"0.03","PE"
"PE1P0032AB13","HUARARURIYOC",-11.95266667,-76.0815,"0.56","PE"
"PE1P0032AB14","NA",-11.96333333,-76.07516667,"0.14","PE"
"PE1P0032BB01","NA",-12.2805,-75.991,"0.14","PE"
"PE1P0032BB02","NA",-12.27566667,-75.98566667,"0.32","PE"
"PE1P0032BB03","NA",-12.27016667,-75.88566667,"0.05","PE"
"PE1P0032BB04","NA",-12.26433333,-75.98016667,"0.12","PE"
"PE1P0032BB05","NA",-12.26,-75.97666667,"0.45","PE"
"PE1P0032BB06","TICLLA 3",-12.26033333,-75.96416667,"1.53","PE"
"PE1P0032BB07","TICLLA 4",-12.27,-75.95033333,"1.48","PE"
"PE1P0032BB08","NA",-12.27816667,-75.94933333,"0.1","PE"
"PE1P0032BB09","NA",-12.30583333,-75.94333333,"0.17","PE"
"PE1P0032BB10","LLONGOTE 1",-12.31533333,-75.9455,"1.25","PE"
"PE1P0032BB11","LLONGOTE 2",-12.32583333,-75.95466667,"1.71","PE"
"PE1P0032BB12","LLONGOTE 3",-12.33416667,-75.96233333,"1.12","PE"
"PE1P0032BB13","YADUNE 1",-12.3525,-75.97466667,"0.45","PE"
"PE1P0032BB14","NA",-12.36033333,-75.9735,"0.37","PE"
"PE1P0033AA01","CHANAPE 1",-11.8945,-76.24383333,"0.14","PE"
"PE1P0033AA02","CHANAPE 2",-11.87733333,-76.24416667,"0.1","PE"
"PE1P0033AA03","SUEROCOCHA",-11.908,-76.22033333,"0.24","PE"
"PE1P0033AA04","SUEROCOCHA 2",-11.91266667,-76.2175,"0.15","PE"
"PE1P0033AA05","SUEROCOCHA 3",-11.91816667,-76.216,"0.29","PE"
"PE1P0034AC01","LA FILA",-11.48383333,-76.436,"0.09","PE"
"PE1P0034AC02","NA",-11.49266667,-76.41316667,"0.04","PE"
"PE1P0034AC03","NA",-11.4955,-76.41216667,"0.11","PE"
"PE1P0034AC04","NA",-11.49933333,-76.40883333,"0.15","PE"
"PE1P0034AD01","NA",-11.5,-76.37116667,"0.21","PE"
"PE1P0034AD02","NA",-11.5,-76.37433333,"0.04","PE"
"PE1P0034AD03","GASHPE 1",-11.50533333,-76.37033333,"0.41","PE"
"PE1P0034AD04","GASHPE 2",-11.512,-76.36433333,"0.81","PE"
"PE1P0034AD05","NA",-11.54166667,-76.35966667,"0.08","PE"
"PE1P0034AD06","NA",-11.5435,-76.34883333,"0.04","PE"
"PE1P0034AD07","NA",-11.5405,-76.31383333,"0.17","PE"
"PE1P0034AD08","YANAULLA",-11.58483333,-76.29966667,"0.05","PE"
"PE1P0034AD09","NA",-11.59516667,-76.29683333,"0.16","PE"
"PE1P0034AD10","NA",-11.59966667,-76.31033333,"0.1","PE"
"PE1P0034AF01","NA",-11.60483333,-76.309,"0.26","PE"
"PE1P0034AF02","NA",-11.611,-76.3075,"0.25","PE"
"PE1P0034AF03","NA",-11.61716667,-76.30933333,"0.08","PE"
"PE1P0034AF04","NA",-11.64683333,-76.32416667,"0.19","PE"
"PE1P0034BE01","NA",-11.6315,-76.31366667,"0.11","PE"
"PE1P0034BF01","NA",-11.60066667,-76.29883333,"0.22","PE"
"PE1P0034BF02","NA",-11.58933333,-76.28816667,"0.18","PE"
"PE1P0034BF03","CONCHUPATA",-11.59133333,-76.2845,"0.06","PE"
"PE1P0034BF04","LLAGUAPUCRO",-11.59516667,-76.27133333,"0.37","PE"
"PE1P0034BG01","NA",-11.56733333,-76.2275,"0.1","PE"
"PE1P0034BG02","NA",-11.55316667,-76.21816667,"0.14","PE"
"PE1P0034BH01","ISCUPAMPA 1",-11.799,-76.12,"0.09","PE"
"PE1P0034BH02","ISCUPAMPA 2",-11.802,-76.11683333,"0.11","PE"
"PE1P0034BH03","HUANCAPAMPA",-11.81016667,-76.11216667,"0.2","PE"
"PE1P0034BH04","NA",-11.86033333,-76.09016667,"0.15","PE"
"PE1P0034BH05","NA",-11.86483333,-76.08933333,"0.19","PE"
"PE1P0034BH06","SULLCON 3",-11.886,-76.05683333,"2.43","PE"
"PE1P0034BH07","PACA",-11.88433333,-76.06516667,"0.38","PE"
"PE1P0034BH08","PANCACOTO",-11.90116667,-76.056,"1.65","PE"
"PE1P0034BH09","TATAJAICO",-11.906,-76.06416667,"0.08","PE"
"PE1P0034BH10","PACCHA",-11.91583333,-76.0585,"1.01","PE"
"PE1P0034BH11","NA",-11.92183333,-76.06183333,"0.04","PE"
"PE1P0034BH12","NA",-11.92416667,-76.06416667,"0.09","PE"
"PE1P0034BH13","PACCHA",-11.92016667,-76.07183333,"0.16","PE"
"PE1P0034BH14","NA",-11.9145,-76.0775,"0.1","PE"
"PE1P0034BI01","NA",-11.8945,-76.24016667,"0.07","PE"
"PE1P0034BI02","NA",-11.8925,-76.2385,"0.06","PE"
"PE1P0034BI03","CHANAPE 3",-11.89183333,-76.24266667,"0.27","PE"
"PE1P0035AC01","NA",-11.36716667,-76.42066667,"0.31","PE"
"PE1P0035AC02","LA VIUDA",-11.3755,-76.417,"0.72","PE"
"PE1P0035AC03","NA",-11.38466667,-76.41283333,"0.07","PE"
"PE1P0035AC04","NA",-11.39466667,-76.40316667,"0.15","PE"
"PE1P0035AC05","NA",-11.39733333,-76.40133333,"0.08","PE"
"PE1P0035AC06","LA CHONTA",-11.4915,-76.378,"0.42","PE"
"PE1P0035AC07","TORREON",-11.48483333,-76.412,"0.12","PE"
"PE1P0036CAC1","YUNCAN 1",-11.159,-76.50416667,"0.31","PE"
"PE1P0036CAC2","YUNCAN 2",-11.16266667,-76.50666667,"0.08","PE"
"PE1P0036CBB1","NA",-11.15633333,-76.52483333,"0.23","PE"
"PE1P0036CBB2","NA",-11.16416667,-76.52066667,"0.11","PE"
"PE1P0036CBB3","NA",-11.16583333,-76.518,"0.28","PE"
"PE1P0036CBB4","YANACOCHA",-11.16983333,-76.511,"0.71","PE"
"PE1P0036CBB5","NA",-11.17516667,-76.50216667,"0.1","PE"
"PE1P0036CBB6","NA",-11.1765,-76.4985,"0.18","PE"
"PE1P0036CBB7","NA",-11.1945,-76.49066667,"0.06","PE"
"PE1P0036CBC1","NA",-11.28916667,-76.47883333,"0.12","PE"
"PE1P0036CBC2","NA",-11.29216667,-76.47416667,"0.1","PE"
